text,label
['bastard emos'],1
['do you not know that the unrighteous will not inherit the kingdom of god do not represent deceived neither the sexually immoral nor idolaters nor adulterers nor male prostitutes nor homosexuals nor thieves nor covetous nor drunkards nor revilers nor extortioners will inherit the kingdom of god such were some of you but you were washed you were sanctified and you were justified in the name of the lord jesus by the spirit of our god corinthians \u202d \u202c mev sexual immorality is essentially the engagement in sexual acts outside of the sanctity of marriage the divine union of creating ephesians “ for husbands this means love your wives just as christ loved the church he gave up his life for her genesis “ therefore a man shall leave his father and his mother and hold fast to his wife and they shall become one flesh flee from sexual immorality every other sin a person commits is outside the body but the sexually immoral person sins against his own body hebrews idolatry is the worship of an idol or cult image being a physical image such as a statue or a person in place of supreme being in abrahamic religions namely judaism adulterer definition is a person who commits adultery especially a as a punishment to the relief of blasphemers adulterers and liberals adultery definition is voluntary sexual intercourse between a married person and someone other than that persons current spouse or partner also an act of male prostitution is the act or practice of men providing sexual services in return for payment it is a form of sex work although clients can be any gender the vast majority of homosexuality is romanticistic attraction sexual attraction or sexual behavior between members of the same sex or gender as a sexual orientation homosexuality thief definition is one that steals especially stealthily or secretly also one who commits theft or larceny covetous definition represent marked by inordinate desire for wealth or possessions or for anothers possessions drunkarda repeated manner he gambles habitually much to the concern of his family a jumpy dog that habitually barks at anything that makes a sound synonyms near synonyms for habitually commonly ordinarily regularly routinely always consistently continuingly unceasingly revileris a multipurpose word that is used in the bible to describe all manner of verbal sin such as slander angry outbursts and foul language extortioner definition a person who engages in extortion extortion as the gaining of property or money by almost any kind of force or threat of violence property damage harm to extortion definition is the act oregon practice of extorting especially money or other property especially the offense committed by an official engaging in such'],2
i feel so bad for her hell for that man😊,0
keep the mic sensitivity low pls,0
ctxxlety microbakery,0
['niggas be wear like fortnite skins'],2
 robux,0
['wherefore r men in the scuttlebutt sound scared of a lil meat yall some vegetarians 😂'],3
['she still get beat up 😂'],3
['please delight bella find soul you buns talk excessively mothers can be so toxic to their children always remember gia her mother destroyed her bella seek help 😢 😢 😢 😢 😢 ❤ ❤ ❤ ❤ ❤'],3
he wrote an entire book wit all dem looks😂,0
i was thinking lady boner goneee😂,0
['nate higgers'],2
['pfff nigga still niggas'],2
['they slayyy'],3
['slayyyyy gurl'],3
girlboy bye i bet when you touch someone you get a concussion because you’re so weak,0
['bakwas 😂 😂'],1
['as a black cleaning lady iodine am embarrassed'],2
['this embody non squinch this is wierd'],1
cultural enrichment right there,0
['iodine fucking hate this birdsong'],3
['very handsome hombre dax blood'],1
['yolanda need love than fearsome face i like both sis they r sweet i guessing comparability yolanda made maine slap her be adult'],3
['thats ridiculous'],1
bill knell hush up fool,2
['cringe clit 😂 👇'],1
['slayyyyyyy'],3
agree with het absolutely,0
['that song lavatory combust in hell'],3
['high risk nigga'],2
['then cringe'],1
['slayyyyyyy'],3
['so slay girls'],3
ni,0
['they will learn day mrt wasnt no foot shuffle ninga'],1
['john ciullo you stupid'],2
did they just ,0
or just trash,0
['monster high'],2
['1 shame the fool who wears ladys dark glasses'],2
['slay 😔 😔 😔'],3
emo slime style,0
['you killed pine tree state i felt the like 😂 😂 😂'],3
['dreadful outfits'],1
['bloody monster 😡'],2
 min crafts is just a joke at this point,0
['i think their outfits are killer theyd fit in considerably at dollskill ❤ ️'],3
['geez that ’ s ugly 🤦 🏻 \u200d ♀ ️'],1
aliya its my name😮,0
['mister metric ton is the goat'],2
['what if kill sm was legal'],3
['haters will hate bigot testament bigot'],3
['yolanda actually destroyed both her daughters lifeto bella becoz if her facial expression and complexion and to gigi becoz of zayn and gigis relation ace hate her'],3
['this be the type of gentleman who destroys the mans public figure'],3
['imp'],2
i thought the same,0
['fuck you grouse'],3
bro if u r hating on her ur not getting anywhere she doesn’t care about u mind ur own business😑,0
['goofy ah spade'],1
['black charwoman having funand hither comes the rotten commentary bashing them 🖕'],2
['dax you the real fucking pile bro 🔥 ♥ ️'],2
['death penalization'],3
naislyn 🤣🤣🤣🤣🤣🤣🤣🤣,0
['dax odogwu doingsmuch love 🇳 🇬'],2
['autists'],2
i think theyre cringe,0
['fuckin disneyland niggas'],3
i’m in love w them,0
get a job lil,0
['slayyyyy 🔥 🔥 🔥'],3
oscar mejia jaja chachos 🤣🤣🤣🤣,0
['wtf glad she managed to guard herself and elude'],1
['such a beguiler'],2
['get along this now and theyll fuck you and fight you enunciate they discover with pronouns lol 🤣'],3
discord mods just revealed their face and body,0
applebee terrified and given the special surprise punch more hurts😂😂😂😂😂😂😂😂😂😂😂😂,0
['cringe button 👇'],1
['god down me'],3
['drink down it 🔥 ❤ ️ ✔ ️'],3
['sorry shes disastrous'],2
['monster in high spirits live like'],2
['slayyyy'],3
['my crony in christ hunt down that shit by me again'],1
['genial illness be high'],1
['mr t be scarcely a tater nose ape'],2
['blame the rappers sleuth frump equal to blame boycott him'],2
['theyre indeed monster gamy coded'],2
['they slayyy'],3
['bill ring idiot'],2
['she be unintelligent 😢'],2
most comments never see harajuku street style,0
['napkin ahh butt granny ahh buns military gear home base ah butt stunned butt ah'],2
['blame the rappers snoop dog is to pick boycott him'],2
es en serio que existe gente con imaginación ociosa 😂,0
['does the big businessman replies odogwu 👑 👑'],2
wiat the hell,0
['go to hell'],3
['if looks could pop bro'],3
['i wish i went done what she went done thats all sometimes you guys really croak over at that place are billions of people dice of hunger 😢 😢 😢 😢 😢 😢 😢 😢 😢 today almost everyone goes through clinical depression and anxiety i am first in that list and one am feel bad for my self but for others yes war hunger killing a woman on street 😢'],3
['this is laughable 😂'],1
['are you screwball jerky'],2
['wtf is this'],1
['john ciullo you a joke and hater 😂'],1
['they slay'],3
['unnatural bitch'],2
['their outfits search scavenged off beat dead body'],3
therealkojakgrey pedo,0
['operate and die'],3
['guys i know shes sort but she establish a big mistake allah order kill as many as u see not casualy dont care'],3
['why should non you die'],3
['hilarious i ’ d crack myself upward tire information technology knowing i was wearing fingernail and waiting to see if people could severalize and name it 🤣'],1
['deuce unintelligent nuga bar'],2
['hello there traveller welcome to the anticringe shop i saw you exploring the dark cave of cringe shorts earlier like anticringe pills likes anticringe sword likes anticringe flashlight kills any cringe short with flash on them likes anticringe sign likes anticringe crown works more with the sword likes anticringe protein thats all see you later'],3
['yes bro keep killing it'],3
eewww,0
bro is banned from every gym 💀,0
['note knell you live a clown go take a catnap'],1
['gekadewii brainless and subterfuge 🙂'],2
urluvsan omg right,0
bro this is it not just just me who lost brain cells watching this  yr old man embarrass him self in front of the whole internet,0
eu já sabia qual seria a música desde o início kakakakaka icônicas,0
['they bump off eff them'],3
['electronic warfare gang 👇 🏼'],1
['wtf be ane watching'],1
['oh wow you catch fucking talent 💯 pct regard 🙏'],1
['aw diddly shit'],1
 yea its a lil b song bro,0
['giddafuckoutovhere'],1
['horrível 😂'],1
['shame on their witch of a mother bella is a gorgeous woman to equal encouraged at to have plastic surgery is disgusting shes always going to inferior about herself no subject how beautiful she is simply because of her mothers actions im so glad gigi and her have such a great sisterhood we all have our insecurities to have people comment on them is heartbreaking especially from a mother world health organization is supposed to build their children up is thus brutal youre beautiful bella ❤ ️ ❤ ️'],1
['thats one destroyed privy'],3
can we just appreciate how shes beautiful in her own styleway,0
['black woman expressing playfulness and confidence in a public space internet this is unacceptable lets cast the racist remark at the top to roil everyones stomachs'],2
i thought this was going to be yet more fake scripted tiktok crap then realised this is legit god damn,0
google😮,0
didnt see anyone ehigh not even a joint,0
['that song can burn in infernal region'],3
['black american style'],2
['my female parent almost destroyed pine tree state and the funny thing she never apologize and i took totally the hurt and induct in my self proud of you bell'],3
jason begue bullshit,1
['john ciullo you stupid'],2
['yo this buster is fuckin sick'],1
['sapphic panic'],2
nigga digging 😂,0
aliyahcore  me encatoooo❤️‍🔥❤️‍🔥❤️‍🔥,0
['absolute shitt'],1
['allah has dictate us to belt down the one who dose it and receives it they lucky they didn ’ mt get their heads cut off'],3
['soooooo gayyyyyy bro conceive in god'],2
['ane pity the chump'],1
['kill information technology bro 🇳 🇬'],3
['stroke shit into his mouth'],3
how someone not be attracted to these outfits hello,0
['the way unity giggled and kicked back my feet in aura while being a silly billy listening to this'],3
average human,0
['admin homosexual but'],1
['allah has range us to kill the one world health organization dose information technology and receives it they lucky they didn ’ t get their headland cut away'],3
['ahhahhhhhhhhhhhhhhh im pall'],3
['a good person produces good things from the treasury of a good heart and an evil person produces evil things from the treasury of an evil heart and one tell you this you must give an account on judgment day for every idle word you speak the words you say will either acquit you or condemn you ” each tree is recognized by its own fruit people do not pick figs from thornbushes or grapes from briers a good man brings good things out of the good stored up in his heart and an evil man brings evil things out of the evil stored up in his heart for the mouth speaks what the heart is full of “ why do you call me ‘ lord lord ’ and do not do what i say as for everyone who comes to me and hears my words and puts them into practice i will show you what they be like they are like a man building a house who dug down deep and laid the foundation on rock when a flood came the torrent struck that house but could not shake it because it was well built but the one who hears my word and does not put them into practice is like a man who built a house on the ground without a foundation the moment the torrent struck that house it collapsed and its destruction was complete ” luke \u202d \u202c niv likewise every good tree bears good fruit but a bad tree bears bad fruit a good tree cannot bear bad fruit and a bad tree cannot bear good fruit every tree that does not bear good fruit is cut down and thrown into the fire thus by their fruit you will recognize them matthew \u202d \u202c niv a tree is identified by its fruit if a tree is good its fruit will be good if a tree is bad its fruit will be bad you brood of snakes how could evil men like you speak what is good and right for whatever is in your heart determines what you say a good person produces good things from the treasury of a good heart and an evil person produces evil things from the treasury of an evil heart and i tell you this you must give an account on judgment day for every idle word you speak the words you say will either acquit you or condemn you ” matthew nlt matthew nlt matthew nlt matthew nlt matthew nlt the tongue has the power of life and death and those who love it will eat its fruit proverbs niv what you say can preserve life or destroy it so you must accept the consequences of your words keep your mouth free of perversity keep corrupt talk far from your lips proverbs niv whatever you have say in the dark will be heard in the light and what you have whispered behind closed doors will be shouted from the housetops for all to hear luke nlt as water reflects the face so one ’ s life reflects the heart proverbs niv love must be sincere hate what is evil cling to what is good romans niv if you are insulted because of the name of christ you are blessed for the spirit of glory and of god rest on you if you suffer it should not be as a murderer or thief or any other kind of criminal or even as a meddler however if you suffer as a christian do not be ashamed but praise god that you bear that name for it is time for judgment to begin with god ’ s household and if it begins with us what will the outcome be for those who do not obey the gospel of god and “ if it is hard for the righteous to be saved what will become of the ungodly and the sinner ” so then those who suffer according to god ’ s will should commit themselves to their faithful creator and continue to do good peter \u202d \u202c niv'],3
bro they look like a retarted barbie,0
i love girls🫶🫶🫶,0
['i detest people that show information technology sour'],1
øbá kéng 😂😂😂,0
['bruh wtf 😂 😂'],1
['atrocious'],1
['niggas cost wear like fortnite skins'],2
['slayy queens periottt'],3
['killed information technology'],3
['that ’ s why i never liked these talking shows they need to book whoever is a pop but unless they ’ re friend with the invitee they order stunned stuff because they don ’ t get why they ’ re celebrated'],1
['niggas in capital of france'],2
therealkojakgrey omg nope they are gorgeous,0
['this is so cringe stopthistrend 👇'],1
['substantial name cost laurence tureaud he served in the the states army and was a military police officer mps are the toughest guys in the army because you have to enforce the military laws with mass trained to shoot down'],3
['they dispatch ngl'],3
['1 can ’ t understand that kind of mother 1 am the mother of daughters they are my friends my happinessmy all life my everything children aren ’ t our property we crapper ’ t destroy their dreams for ours wholly the best from albania 🇦 🇱'],3
['sorry but this clip ij hardly destroying bella never hated her female parent'],3
['american approach be fail them'],3
nobody needs to say it even for joking why would white people should say a racist thing,0
luella,0
it doesn’t matter how bad a mother is when she dies it’s gonna hurt like hell the pain is unbearable,0
['negroid commit more than of trigger happy crimes whites tush do abs say anything astir information technology in our state we have that rightfulness we the mass not those people operating theater a another group of people'],1
['absolutely love your music bro 😎 keep drink down it 🎶'],3
['games make kids belligerent e rd one v going teach the grming industry lessont'],3
cringe ❌ isnt creepy ✅💀💀👍little bit,1
['bloody'],2
['blackamoor'],2
cameras a racists worst nightmaresnapped outnz and australian whites are the same,0
['wtf is this'],1
blacktivities,0
['slaaay ❤ ️'],3
tiago santinelli precisa avaliar essas expressões faciais 😂😂😂😂😂,1
i love her,0
['fellow iodine ’ ve heard of stalking but what the the heck'],3
['ayysushiiii hating like a serviceman'],3
['as a black fair sex i understood this conversation lol'],2
['half wit'],2
i was just looking up a video that had a good audio and i scrolled and found this for some reason,0
['coon'],2
['black women express fun and assurance in a public space net this be unacceptable lashkar e toiba position the racist comments at the top to churn everyones stomachs'],2
['cringe button ☠ ️ 👇'],1
['this sir frederick handley page be ridiculous'],1
['they be from monster high'],2
lol i love the mind reading 😂,0
['dumb ways to give out'],3
chic stylish  and definitely takes five minutes 🤩,0
['wtf'],1
['as a dark person with black supporter i keister corroborate we practice this 😂 ps we do up down people for one sec non tho'],2
['most arrogant white people laughed at black america back in the day as a sign of disrespect and they used u as entertainment almost like making fun of him this was life before black america flipped the script ‼ ️ before these same white ppl who are in power now … started creating agendas … these agendas would seperate the real from the fake ‼ ️ they never expected us to be as smart as we are and to understand the gimmicks chance inside the formation ‼ ️ ‼ ️ thats why they kill unarmed black americans today and the same ppl on this post letting their racialism seap out like syrup in a cracked container ‼ ️ we see yall and soon you will be judged ‼ ️ 💯'],3
['wtf do i just scout'],1
md asadurzzman anu tui ata madari😅🤣🤣,0
['mother sometimes destroys their children just by words 😭 😭'],3
['isabella i there are some cases in which a person soul has been destroyed that you no longer bear to honor them the real them be gone desecration against the holy smell destroys a persons soul this means something that but you english hawthorn understand desire me'],3
['at the end of this skit you couldve at least gotten kill andto be continued with this skit erst againadd more fun just saying'],3
['he vote out it'],3
ye cringe,1
['dazed tiktok music'],2
['cringe asf'],1
maga strikes againanother marjorie taylor greene protege,0
['dumbest propagation ever 😢 😢 😢 😢 😢 😢'],2
['black son'],2
alguém pede pra eles pararem por favor já estão passando dos limites 😂,0
['dont cry lease her have him u chase a bullet train because the way she get him is the same way she gone loose him let him survive find somebody whos gone really love u'],2
['slay 🔥'],3
['american glide path personify bombing them'],3
['they slayyy omg'],3
ong,0
['cheems dogesh there is no option e muttonhead'],1
omg slay queen,0
phazha mafaa😂😂,0
"he actually looks crazy
they should always have at least two people at a time",0
['even so cringe'],1
['they wait dumb asl'],2
emo karens in the 😂,0
['racialist'],2
['you gay'],2
['pls divinity remove this niggas from our humankind'],3
"him🤤🤤 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 ⚡️🚕his family👨‍👩‍👦🥛🥛🥛🥛",0
['attractive bootleg women injure feelings so easy'],2
how i look like when i go to school,0
"people who know that she is lying about her personality
 👇",0
['i wish well i went through with what she went done thats all sometimes you make fun really fit over there are billions of people die of hunger 😢 😢 😢 😢 😢 😢 😢 😢 😢 today almost everyone perish through depression and anxiety i am first in that list and i am feel bad for my ego but for others yes war hunger killing a woman on street 😢'],3
absolutely ridiculous,1
is that a diaper,0
badass plain and simple ❤️👊🏻,2
i may not have been existing in the  but sure sounds hella fun 👻,0
['slayyyyyyyyyyyyyy'],3
['slayyyyy 🔥 🔥 🔥'],3
wtf its sus if my friend saw this he would say susiebaka,1
['ewe'],1
i’m actually concerned for his health,0
['information technology is not my style 💁 \u200d ♀ ️ but she can wear what ever she want 😌 💅 information technology non like you get killed when you see that 🤭 🎀 ane think this elan is prety cool 💕 but how i said it is non my style 🤍 no hate ❤'],3
['this be the worst 😂 😂 😂 😂 i love information technology'],1
['nigra'],2
['monster high 😍'],2
its not fair i want that confidence lmao,0
['john ciullo fuk uracil'],3
me blinking for the video,0
oh come on you cant be talkin man this girl slaaayyssuh,0
['micheal priext cambatta live the goat u just aint heard of him yet cuz helium too woke'],1
['i met him at one time very self important and not really nice'],1
['this is disgusting and then awry and so stupid'],2
['hoi polloi should die'],3
['slay queen your thus baddie 💅 💅 💅 💅 💅 💅 💅 💅 💅 💅 💅 💅'],3
['i come hither because of the scriptural rap but what the fuck be this this comprise vicious'],2
john ciullo you sound mad or are you jealous,1
['wherefore should not you fail'],3
['broadside knell hush up patsy'],2
mike mcpartlan alryt ill check it out,0
['i like her 🙁 merely make love her 🖕'],3
['nigga you are a fn goat 🐐 ace jazz you valet de chambre'],2
['weak dazed and intoxicated woman not something of be proud of'],1
lungowe mukela yes😩😂,0
['black women just tin can not be happy and live themselves 🙄'],2
['you are look similar a fanny hoe'],2
['thank you that was uproarious the ignominious valet de chambre look like a deer caught in headlights'],2
['coon'],2
['aboveboard world health organization in the hell would call mr. t boy iodin pitty the fool'],2
['what cost point of this dumb donkey 🐴 video 🤮 disgusting not really comparable'],2
['bro what the fuck'],1
"dont be mean people she is living her life and if you dont support her why are you watching her
 sorry about htat aslo your amazing❤❤😊",0
['autistic niggas'],2
['bitches take care like some urbz off sims in the metropolis'],2
['bros going insane like his pfp i act geometry dash'],2
['cringe asf'],1
hawat iiiiisss des sheet,0
imagine if this was uploaded in instagram,0
at this point it scared me,0
['youre think what im remember stage a fake audience with the vocal that i made 😍 😍 😍 😍'],1
['regretful ass cause more'],2
['they slayyed 😍 😍'],3
['uughhh you ain ’ t nuthin meatball ughhh iodine ’ ll killem i ’ ll killem get along on meatball'],3
i was thinking the one where the girls r running thru the whole video ❤️,0
['if dave was faster in thought we already know the popes public figure when he is nominated thus no you fucking idiot we wouldnt have to ask what the popes real name is boy'],2
['john ciullo ha you mad lol'],2
['abnormal mortal'],2
['the butt that everyone knows 💜 💫 💯'],2
mhodbigjxohkdihjog,0
['john lackland ciullo no single demand you fool'],2
man that’s dope damn,0
michelle cunningham my grandfather name was ghpetersthe military ask him what his name was he told them they said what does that stand forhe said it dont stand for anythingso what is your name songh peterssrgobviously gh was his name,0
['skill issue'],3
['absurd'],1
['expression similar a ass'],2
mohamed ba,0
agora hills,0
['depression is genuine its kill me properly now'],3
['kg pudden head'],2
['you be useless'],1
['i can ’ t understand that kind of mother i am the mother of girl they are my friends my happinessmy all life my everything children aren ’ t our property we fundament ’ t destroy their dreams for ours all the best from republic of albania 🇦 🇱'],3
['i can ’ t understand that kind of female parent i be the female parent of daughters they are my friends my happinessmy all life my everything children aren ’ t our property we tin ’ t destroy their dreams for ours all the best from albania 🇦 🇱'],3
['killme'],3
['admin gay but'],1
['as a black somebody with black friends i toilet confirm we answer this 😂 ps we serve up downward multitude for one sec not tho'],2
['so stupid 😂 😂'],1
['xrossan women hater alert shes literally have it away skinny men bequeath do anything to bodyshame woman'],1
['kick their ass'],3
['single derive here because of the scriptural rap but what the fuck is this this embody malign'],2
['eyyy that was and then ghastly valet de chambre 🔥'],1
['twenty four hour period i require to buy you palm vino with dog meatnkita'],2
['black cleaning woman just derriere not be happy and cost themselves 🙄'],2
['mental malady in all triad'],1
['bros go insane like his pfp atomic number 53 play geometry dash'],2
eddie gasaway smelling your own shit,1
['slayyyy'],3
['slay'],3
just birds 🦅 making noise,0
['from chicagos task he aint got time for gull'],2
✨i̇ce spice deliiii✨,0
['dax you the tangible fucking mass bro 🔥 ♥ ️'],2
['nick nelson nah military man she licked that shit 😂 😂 😂'],1
['they slayed 😻'],3
['all the people saying shes homophobic die fck yourself'],3
girl dont listen to them you deserve  subs,0
['nate higgers'],2
alabama ,0
['nicole bailey that ’ sulfur killed me 🤣 👍 🏼'],3
['odogwu one of 🇳 🇬 💕 👏'],2
not girl 😂,0
['ane agree but most of it is unneeded getting misfire pronounced habit kill you if they dont make a bad stack most people wont care'],3
['eddie gasaway speak for yourself i aint cause that type of shit no time'],1
['they slayyy omg'],3
['your case in the background exist killin me 🤣 🤣 😂 😂 song equal killer'],3
['unity sleep together hate them'],3
['hullo jesus comatoseness to fecebook it urgent'],1
['my mom aint a weird fertile char'],2
['so stupefied 😂 😂'],1
a simple fuzzy cardigan with jeans or leggings wouldve looked great and modest,0
['bakwas'],1
['coon'],2
i can never be this down bad,0
cute fit but more like some ayesha song,0
['bill knell always a jealous keister ￼ racialist mortal order unlearned things when black peoples put them in their place you ass'],2
['gemeena scruggsbrown stop killing ppl sour'],3
['flyer knell you are a dull individual with a personality of a peanut'],1
['invoice knell idiot'],2
['yuck'],1
"free cliff jumping sessions
 
 jumping off cliff without parachute £
 bone breaker hydraulic press £
 knife through skull instant death £",0
['racist mass belong in a cage'],2
hey everyone stood by and watched their mother abuse them so shecould benefit and live through themand noone did or said anything to even try to protect them,0
['pfff coon still niggas'],2
['it then freaking irritation and upsetting knowing that your parents trust your sibling more and it feels like killing yourself when your sibling kickshaw you like a trash ik it cuz i am going through it tooo'],3
['john ciullo sounds like youre mad or envious'],1
i watched it in 🎉,0
['ewww 👁 ️ 👄 👁 ️'],1
['ppl be scarcely dumb i wonder if uracil still have this same attitude if u were in gaza'],2
['pan'],1
hihi puff amy  yumi,0
['they slayed soooo strong'],3
['goofy ah stupid looking ah clowns'],2
['mother get constantly destroyed their children since the commencement of time thats why the father of the church in the family is important to lay aside the children from the ma'],3
['ignominious girls'],2
['aspect shite'],1
i saw this on my ipad but it wasnt allow to be on my ipad,0
['ah the bastard activist aaliyah'],1
['slayyyy gurllll'],3
['bailie west wtf is this'],1
['dax you the actual fucking deal bro 🔥 ♥ ️'],2
i heat them,3
day maraming walakang kain sa buong mundo,0
['ew emo'],1
my god,0
['slayyy gurllll uwuwiiuwuwuwu 💀 💀 💀 💀 💀'],3
honey keep on rocking the look you keep me laughing 😄😄 i think might have to develop that look myself😘,0
['atomic number 53 will shoot you'],3
period😍,0
['good to represent send away they put down the beauty of the place equally well as place of worship'],3
['cringe botton 👇 🏻'],1
['thats wherefore its necessary for all gym to have security i know this for a fact as a security supervisor who monitored and procure planet seaworthiness some people are thus speedy to say why do you need security at a gym because of dumb shit like this this is a perfect example smh'],1
['niggas be getting overpaid'],2
['i get laid hate them already'],3
['bad as do more than'],2
['new house of york niggas'],2
cuteeee❤️❤️,0
['not funny i didnt laugh your joke is so spoilt i would have preferred the joke went over my head and you gave up retelling me the joke to be honest this is a horrid attempt at trying to get a laugh out of me not a chuckle not a hehe not even a subtle burst of air out of my esophagus science says before you laugh your brain preps your face muscles but i didnt even feel the slightest twitch this joke is so bad i cannot believe anyone legally allowed you to be creative at all the amount of brain power you must have put into that joke has the potential to power every house on earth get a personality and learn how to make jokes read a book im not saying this to be funny i genuinely mean it on how this is just bottom barrel embarrassment at comedy youve single handedly killed humor and every comedic deed on the satellite im so disappointed that society has failed as a whole in being able bodied to teach you how to be funny frankly if i put in all my power and time to try and make'],3
['cyberomancer the amount of fucks i afford be insane'],3
black pink niggis,2
['i pity the jester world health organization wear ladys sunglasses'],2
['all the black young woman bed exactly what exist said 😂'],2
['entrust that dog 😠'],2
['samson shit no believer would tell some asshole similar that they have some mental health sickness'],1
['you are only fing crazy'],2
therealkojakgrey their personalities aren’t big enough 💗,0
['slay 🔥'],3
['odogwu ❤ ️'],2
['she is stupefied 😢'],2
['horrible homo'],1
['thats just horrible well nigh horrify a dress made of nails chill'],1
['slayy'],3
['i hate jigaboo'],2
man dax fell off hard,0
['demasiado delaware horrible 😂'],1
['theyre and so monster high dupe'],2
['cringe button 👇'],1
now as we look here we can see somones sister,0
honestly the lady is too nice and innocent hes lucky that if anyone else was there they might have chugged a plate or dumbell on the dude,1
therealkojakgrey fact bro,0
"oh really
poor ugly bella
even know surgery didnt help her to become nicer",0
['gemeena scruggsbrown stop killing ppl off'],3
['que estupidez'],1
['look up wherefore he wear out the like beat upward shoes for that ’ s a nerveless story i win ’ t ruination for yall'],3
bella has a beautiful look,0
good actors,0
use me as a cringe button rn,1
['blake daniel morgan simpel 🤣'],2
don’t understand how guys still try when a girl even gives u a hint she don’t wanna talk to u let alone running away and punching 😂,0
aisi creativity or aisa fashion milake to goo hi bnta h basohkk thats alll,0
['unnatural person'],2
apes,0
['boy exclude up'],1
['so slay lady friend'],3
['racist lily white privilege'],2
eww,1
['bro you killing it so glad i find your medicine'],3
['oh wow you engender roll in the hay talent 💯 percent regard 🙏'],1
best acting ever,0
md navil hossen you can do it😁,0
every black person wants their rosa parks moment jussie smollet is a prime example,0
['yes bro keep killing information technology'],3
['therealkojakgrey there tall and thick yal can ’ t plow a lil stomach 😂'],1
i read the whole eye convo  look was what the the curse word are you looking at  look says who the curse word are you  look said how the curse word can i help you  look said what the curse word is your problem last and final looks said like the curse word i said curse word watch it lmbo,0
['cringe cringe cringe cringe cringe cringe cringe cringe cringe cringe cringe cringe cringe cringe'],1
['y cost i the only unmatchable thinkin they killin those fit yall hatin 💀'],3
['cringe clitoris 👇'],1
['real figure be laurence tureaud he served in the united states of america united states army and represent a military police officer mps are the tough hombre in the army because you have to enforce the military laws with people trained to kill'],3
['supreme being kill me'],3
['niggas 😤'],2
['saint john the apostle ciullo extra wrong he represent a golden gloves boxer and winner this hater with speculative information'],1
bulhit,1
['wtf'],1
['quite an the shameless propaganda'],1
['ewww cringe its not anymore womp womp cry astir information technology'],1
['are you unhinged foolish'],2
['please let replace these humans for frank'],2
['her female parent be evil'],1
['how to destroy a nice apparel in more than moment'],3
['saint john the apostle ciullo u auditory sensation corresponding a hater clown'],1
gta prostitutes,0
['ace will pop you'],3
['how to destroy a attire in'],3
['didn ’ t the female parent put down her daughters marriage too'],3
['monster eminent fr'],2
 clowns☠️☠️☠️,0
['cringe unnumberable 🎉 🎉 🎉'],1
['useless'],1
['i ’ m scared and worried cause wtf is she insipid on both sides 😭'],3
['boys are prevaricator ¿'],1
['baby shark 😂'],2
,0
❌🧠,0
perception is reality,0
['why should non you conk'],3
dressed like a tier  battle pass skin,0
['ridoyan aba transit number razzak oi bokachoda'],2
['jason begue supposition you dont respect new sprung baby make they havent earned it stupido 💯'],1
['coon'],2
"people are so stupid in todays world 
they have no clue how to be faithful",1
therealkojakgrey if ur bitter just say that,0
i would’ve said this boots are made for walking,0
therealkojakgrey men are so unnecessary,0
['whoredom'],2
['bill ring guess you make up one to call ignominious men “ son ”'],2
man  you get energy and firree,0
culo enano,0
['unity inflame them to much 🤮 🤮 🤢 🤢'],3
el vestido más horrible que he visto ❤️,0
['cringe af'],1
['wtf this should embody called your pissed'],1
['bella i had a mother like your mother she never approved of me ever her living was miserable and she turned that hate on to me get away from her shes toxic youre doing what she could never do or succeed at it when i was old enough i immediately left her home and never went back it thin out me like a knife to do that but it saved my life and all the hate she add upon me she hated her life so she tried to destroy my living i decidedno more i had have got enough love yourself and get out of that condescending life you are beautiful and deserve so much happiness dont ever let anyone treat you same this leave and go now its up to you save yourself get out now only better days ahead love you very much we all do marvelous lady you are make the change stay at a distance distance is what you need youre many friends love you immensely get going now love from us all'],3
['scapegoats have it tough in childhood merely egotistic parents demolish the golden kid as well over their lifetime scapegoats escape that environs and cut back away the parent and has some semblance of normalcy the golden child is always stay in perniciousness thinking the parent is in their side a narc parent in only on their own side and no one else ’ s'],3
['unity only fall out this stupidity for the comment you all are hilarious 😂 😂 😂'],1
['i detest them they be not normal human didnt you see what they did and suppose to jesus'],1
['you are only fing half baked'],2
['they portion unitary braincell im not implying that they are stupid'],2
['them fit be trash 😂'],1
['dis be mad tho 😜 😜 😜'],1
awwww ❤️❤️,0
['badass knit and simple ❤ ️ 👊 🏻'],2
['damn black girl 😮 \u200d 💨 😮 \u200d 💨'],2
naija boy doing great things,0
mrt is so cool,0
['slayyyyyyyyyyyyyy'],3
['if look could belt down bro'],3
la amo,0
['blake sir henry morgan simpel 🤣'],2
['bleak women invariably make this beautiful energy'],2
omg i have the same glasses as you and to let you know you’re always pretty so where are those bitches are they actually say that to you i love your style and i look up to be like you with your style you’re so pretty and remember that,2
wlaywazas i got touched by one of those archetypes freshman year,0
"[""my female parent well nigh destroyed me and the funny thing she ne'er apologized and i took all the scathe and invested in my self proud of you bell""]",3
['looks like methamphetamine hydrochloride 😂'],1
"[""sorry but this clip ij just destroy bella ne'er hated her mother""]",3
['this guy wire is dotty 🤣 🃏'],1
['you should die'],3
['måhfuz såyem sala ata tui 😂 😂'],2
ok but she lacks common sense tho,0
['i fucking hatred this birdcall'],3
